,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,density,pH,sulphates,alcohol,quality,sum_ligne,bound_SO2
555,7.9,0.4,0.29,1.8,0.157,1.0,0.9973,3.3,0.92,9.5,6,69.2643,43.0
15,7.9,0.43,0.21,1.6,0.106,10.0,0.9966,3.17,0.91,9.5,5,61.82260000000001,27.0
1139,6.8,0.62,0.08,1.9,0.068,28.0,0.99651,3.42,0.82,9.5,6,62.204510000000006,10.0
211,13.3,0.34,0.52,3.2,0.094,17.0,1.0014,3.05,0.81,9.5,6,84.8154,36.0
390,7.5,0.55,0.24,2.0,0.078,10.0,0.9983,3.45,0.78,9.5,6,53.0963,18.0
123,6.9,0.5,0.04,1.5,0.085,19.0,0.9958,3.35,0.78,9.5,5,72.6508,30.0
531,7.3,0.51,0.18,2.1,0.07,12.0,0.99768,3.52,0.73,9.5,6,52.90768,16.0
360,11.2,0.67,0.55,2.3,0.084,6.0,1.0,3.17,0.71,9.5,6,42.184,7.0
860,7.9,0.57,0.31,2.0,0.079,10.0,0.99677,3.29,0.69,9.5,6,104.33577,69.0
679,6.6,0.57,0.02,2.1,0.115,6.0,0.99654,3.38,0.69,9.5,5,39.971540000000005,10.0
517,6.4,0.57,0.02,1.8,0.067,4.0,0.997,3.46,0.68,9.5,5,34.494,7.0
494,7.0,0.65,0.02,2.1,0.066,8.0,0.9972,3.47,0.67,9.5,6,49.4732,17.0
806,7.3,0.4,0.3,1.7,0.08,33.0,0.9969,3.41,0.65,9.5,6,103.33689999999999,46.0
805,8.2,0.51,0.24,2.0,0.079,16.0,0.99764,3.34,0.64,9.5,6,111.50664,70.0
212,10.8,0.5,0.46,2.5,0.073,5.0,1.0001,3.05,0.64,9.5,5,55.5231,22.0
371,9.2,0.43,0.49,2.4,0.086,23.0,0.9976,3.23,0.64,9.5,5,142.9736,93.0
869,7.6,0.43,0.29,2.1,0.075,19.0,0.99718,3.4,0.64,9.5,5,91.03218,47.0
224,9.0,0.46,0.31,2.8,0.093,19.0,0.99815,3.32,0.63,9.5,6,125.11115000000001,79.0
222,10.3,0.43,0.44,2.4,0.214,5.0,0.9994,3.19,0.63,9.5,6,40.1034,7.0
447,10.4,0.28,0.54,2.7,0.105,5.0,0.9988,3.25,0.63,9.5,5,47.4038,14.0
116,7.8,0.63,0.48,1.7,0.1,14.0,0.9961,3.19,0.62,9.5,5,121.0161,82.0
879,8.3,0.56,0.22,2.4,0.0819999999999999,10.0,0.9983,3.37,0.62,9.5,5,112.05030000000001,76.0
285,9.0,0.43,0.34,2.5,0.08,26.0,0.9987,3.38,0.62,9.5,6,112.84870000000001,60.0
221,10.3,0.41,0.42,2.4,0.213,6.0,0.9994,3.19,0.62,9.5,6,42.052400000000006,8.0
829,7.6,0.36,0.31,1.7,0.079,26.0,0.99716,3.46,0.62,9.5,6,89.62616,39.0
507,8.9,0.565,0.34,3.0,0.093,16.0,0.9998,3.38,0.61,9.5,5,139.3878,96.0
288,8.8,0.52,0.34,2.7,0.087,24.0,0.9982,3.26,0.61,9.5,5,148.8152,98.0
158,6.8,0.61,0.04,1.5,0.057,5.0,0.99525,3.42,0.6,9.5,5,33.52225,5.0
473,8.3,0.49,0.36,1.8,0.222,6.0,0.998,3.18,0.6,9.5,6,41.45,10.0
523,7.0,0.45,0.34,2.7,0.0819999999999999,16.0,0.998,3.55,0.6,9.5,5,97.22,56.0
412,8.8,0.44,0.49,2.8,0.083,18.0,0.9982,3.3,0.6,9.5,5,138.0112,93.0
844,6.2,0.43,0.22,1.8,0.078,21.0,0.99633,3.52,0.6,9.5,6,79.34433000000001,35.0
178,7.7,0.775,0.42,1.9,0.092,8.0,0.9959,3.23,0.59,9.5,5,111.2029,78.0
843,7.0,0.745,0.12,1.8,0.114,15.0,0.99588,3.22,0.59,9.5,6,88.08488,49.0
127,8.8,0.61,0.14,2.4,0.067,10.0,0.9969,3.19,0.59,9.5,5,68.29390000000001,32.0
19,7.6,0.41,0.24,1.8,0.08,4.0,0.9962,3.28,0.59,9.5,5,35.4962,7.0
660,7.6,0.4,0.29,1.9,0.078,29.0,0.9971,3.45,0.59,9.5,6,90.80510000000001,37.0
762,7.2,0.38,0.3,1.8,0.073,31.0,0.99685,3.42,0.59,9.5,6,94.25985,39.0
885,7.9,0.66,1e-12,1.4,0.096,6.0,0.99569,3.43,0.58,9.5,5,37.56169000000099,7.0
847,7.9,0.58,0.23,2.3,0.076,23.0,0.99686,3.21,0.58,9.5,6,119.37286,71.0
450,7.9,0.35,0.21,1.9,0.073,46.0,0.9964,3.27,0.58,9.5,5,126.77940000000001,56.0
8,7.8,0.58,0.02,2.0,0.073,9.0,0.9968,3.36,0.57,9.5,7,42.8998,9.0
529,9.2,0.53,0.24,2.6,0.078,28.0,0.99788,3.21,0.57,9.5,5,165.92588,111.0
1111,6.9,0.63,0.33,6.7,0.235,66.0,0.99787,3.22,0.56,9.5,5,144.07287000000002,49.0
393,6.8,0.51,0.01,2.1,0.074,9.0,0.9958,3.33,0.56,9.5,6,48.8798,16.0
547,9.1,0.68,0.11,2.8,0.093,11.0,0.99888,3.31,0.55,9.5,6,71.14188,33.0
535,8.3,0.65,0.1,2.9,0.089,17.0,0.99803,3.29,0.55,9.5,5,66.37702999999999,23.0
440,10.0,0.58,0.22,1.9,0.08,9.0,0.9974,3.13,0.55,9.5,5,58.9574,23.0
135,7.9,0.5,0.33,2.0,0.084,15.0,0.9968,3.2,0.55,9.5,5,168.0608,128.0
606,9.3,0.43,0.44,1.9,0.085,9.0,0.99708,3.28,0.55,9.5,5,48.48208,13.0
897,6.9,0.41,0.31,2.0,0.079,21.0,0.99668,3.47,0.55,9.5,6,75.21567999999999,30.0
903,8.0,0.715,0.22,2.3,0.075,13.0,0.99688,3.24,0.54,9.5,6,106.58688000000001,68.0
548,9.2,0.67,0.1,3.0,0.091,12.0,0.99888,3.31,0.54,9.5,6,75.40988,36.0
511,7.1,0.66,1e-12,3.9,0.086,17.0,0.9976,3.46,0.54,9.5,5,71.243600000001,28.0
613,7.2,0.62,0.06,2.7,0.077,15.0,0.99746,3.51,0.54,9.5,5,110.20446,70.0
63,7.9,0.52,0.26,1.9,0.079,42.0,0.9964,3.23,0.54,9.5,5,164.9254,98.0
476,8.2,0.73,0.21,1.7,0.074,5.0,0.9968,3.2,0.52,9.5,5,38.130799999999994,8.0
173,7.1,0.68,0.07,1.9,0.075,16.0,0.99685,3.38,0.52,9.5,5,75.22184999999999,35.0
1124,7.3,0.69,0.32,2.2,0.069,35.0,0.99632,3.33,0.51,9.5,5,128.91532,69.0
530,11.1,0.39,0.54,2.7,0.095,21.0,1.0001,3.13,0.51,9.5,5,129.9651,80.0
273,9.5,0.37,0.52,2.0,0.0819999999999999,6.0,0.998,3.18,0.51,9.5,5,52.660000000000004,20.0
525,7.7,0.965,0.1,2.1,0.1119999999999999,11.0,0.9963,3.26,0.5,9.5,5,47.2333,11.0
982,7.1,0.755,0.15,1.8,0.107,20.0,0.99593,3.19,0.5,9.5,5,108.09792999999999,64.0
965,7.4,0.64,0.17,5.4,0.168,52.0,0.99736,3.28,0.5,9.5,5,126.05536000000001,46.0
563,9.9,0.35,0.41,2.3,0.083,11.0,0.9982,3.21,0.5,9.5,5,88.2512,50.0
782,8.1,0.78,0.1,3.3,0.09,4.0,0.99855,3.36,0.49,9.5,5,39.71854999999999,9.0
304,12.3,0.39,0.63,2.3,0.091,6.0,1.0004,3.16,0.49,9.5,5,47.861399999999996,12.0
49,7.7,0.69,0.22,1.9,0.084,18.0,0.9961,3.31,0.48,9.5,5,118.8801,76.0
86,7.8,0.5,0.17,1.6,0.0819999999999999,21.0,0.996,3.39,0.48,9.5,5,126.518,81.0
124,7.3,0.38,0.21,2.0,0.08,7.0,0.9961,3.33,0.47,9.5,5,59.266099999999994,28.0
464,8.6,0.47,0.47,2.4,0.074,7.0,0.9979,3.08,0.46,9.5,5,55.0519,22.0
919,6.6,0.63,1e-12,4.3,0.093,51.0,0.99558,3.2,0.45,9.5,5,103.268580000001,26.5
949,6.0,0.5,1e-12,1.4,0.057,15.0,0.99448,3.36,0.45,9.5,5,48.261480000001,11.0
959,7.2,0.655,0.03,1.8,0.078,7.0,0.99587,3.34,0.39,9.5,5,35.98887,5.0
103,9.2,0.52,1.0,3.4,0.61,32.0,0.9996,2.74,2.0,9.4,4,98.86959999999999,37.0
182,7.7,0.41,0.76,1.8,0.611,8.0,0.9968,3.06,1.26,9.4,5,70.9978,37.0
341,10.6,0.36,0.6,2.2,0.152,7.0,0.9986,3.04,1.06,9.4,5,46.410599999999995,11.0
488,8.1,0.38,0.48,1.8,0.157,5.0,0.9976,3.3,1.05,9.4,5,42.6646,12.0
191,6.9,0.54,0.04,3.0,0.077,7.0,0.9987,3.69,0.91,9.4,6,52.5557,20.0
1007,6.2,0.58,1e-12,1.6,0.065,8.0,0.9966,3.56,0.84,9.4,5,41.241600000001,10.0
246,9.1,0.795,1e-12,2.6,0.096,11.0,0.9994,3.35,0.83,9.4,6,53.170400000001,15.0
268,8.3,0.26,0.42,2.0,0.08,11.0,0.9974,3.21,0.8,9.4,6,52.467400000000005,16.0
255,8.2,0.7,0.23,2.0,0.099,14.0,0.9973,3.19,0.7,9.4,5,106.5163,67.0
499,7.0,0.64,0.02,2.1,0.067,9.0,0.997,3.47,0.67,9.4,6,47.364,14.0
147,7.8,0.44,0.28,2.7,0.1,18.0,0.9966,3.22,0.67,9.4,5,120.6066,77.0
90,8.0,0.745,0.56,2.0,0.118,30.0,0.9968,3.24,0.66,9.4,5,159.7198,104.0
874,7.8,0.55,1e-12,1.7,0.07,7.0,0.99659,3.26,0.64,9.4,6,41.416590000001,10.0
36,6.6,0.5,0.04,2.1,0.068,6.0,0.9955,3.39,0.64,9.4,6,37.7335,8.0
35,6.6,0.52,0.04,2.2,0.069,8.0,0.9956,3.4,0.63,9.4,6,38.8546,7.0
602,7.1,0.685,0.35,2.0,0.088,9.0,0.9963,3.28,0.62,9.4,5,116.5193,83.0
99,8.1,0.67,0.55,1.8,0.1169999999999999,32.0,0.9968,3.17,0.62,9.4,5,166.4238,109.0
439,8.2,0.56,0.23,3.4,0.078,14.0,0.9976,3.28,0.62,9.4,5,130.7656,90.0
455,9.9,0.54,0.45,2.3,0.071,16.0,0.9991,3.39,0.62,9.4,5,67.67009999999999,24.0
136,8.2,0.5,0.35,2.9,0.077,21.0,0.9976,3.23,0.62,9.4,5,153.2746,106.0
491,9.0,0.48,0.32,2.8,0.084,21.0,0.9984,3.32,0.62,9.4,5,149.0224,101.0
465,9.7,0.55,0.17,2.9,0.087,20.0,1.0004,3.14,0.61,9.4,5,80.5574,33.0
438,8.3,0.54,0.24,3.4,0.076,16.0,0.9976,3.27,0.61,9.4,5,138.8336,96.0
536,7.6,0.54,0.13,2.5,0.0969999999999999,24.0,0.99785,3.39,0.61,9.4,5,91.26485,42.0
492,9.0,0.47,0.31,2.7,0.084,24.0,0.9984,3.31,0.61,9.4,5,151.8824,101.0
185,7.0,0.975,0.04,2.0,0.087,12.0,0.99565,3.35,0.6,9.4,4,91.44765000000001,55.0
1107,7.3,0.735,1e-12,2.2,0.08,18.0,0.99765,3.41,0.6,9.4,5,52.722650000000996,10.0
560,7.0,0.57,1e-12,2.0,0.19,12.0,0.99676,3.31,0.6,9.4,6,69.066760000001,33.0
156,7.8,0.34,0.37,2.0,0.0819999999999999,24.0,0.9964,3.34,0.59,9.4,6,82.91839999999999,34.0
1013,7.5,0.4,0.18,1.6,0.079,24.0,0.9965,3.34,0.58,9.4,5,82.0755,34.0
97,6.3,0.39,0.08,1.7,0.066,3.0,0.9954,3.34,0.58,9.4,5,42.8514,17.0
373,9.9,0.63,0.24,2.4,0.077,6.0,0.9974,3.09,0.57,9.4,5,60.3044,27.0
157,7.4,0.53,0.26,2.0,0.1009999999999999,16.0,0.9957,3.15,0.57,9.4,5,96.4067,56.0
0,7.4,0.7,1e-12,1.9,0.076,11.0,0.9978,3.51,0.56,9.4,5,58.543800000001006,23.0
5,7.4,0.66,1e-12,1.8,0.075,13.0,0.9978,3.51,0.56,9.4,5,64.40280000000101,27.0
37,8.6,0.38,0.36,3.0,0.081,30.0,0.997,3.2,0.56,9.4,5,145.578,89.0
277,8.7,0.765,0.22,2.3,0.064,9.0,0.9963,3.1,0.55,9.4,5,68.09530000000001,33.0
851,9.9,0.74,0.19,5.8,0.111,33.0,0.99878,3.14,0.55,9.4,5,106.82978,43.0
20,7.1,0.71,1e-12,1.9,0.08,14.0,0.9972,3.47,0.55,9.4,5,59.207200000001,21.0
553,9.4,0.685,0.26,2.4,0.0819999999999999,23.0,0.9978,3.28,0.55,9.4,5,170.0548,120.0
554,9.5,0.57,0.27,2.3,0.0819999999999999,23.0,0.99782,3.27,0.55,9.4,5,170.93982,121.0
370,9.3,0.4,0.49,2.5,0.085,38.0,0.9978,3.22,0.55,9.4,5,168.9428,104.0
1105,7.1,0.67,1e-12,2.3,0.083,18.0,0.99768,3.44,0.54,9.4,5,51.530680000001,9.0
549,8.8,0.59,0.18,2.9,0.089,12.0,0.99738,3.14,0.54,9.4,5,100.63638,62.0
223,7.9,0.53,0.24,2.0,0.072,15.0,0.996,3.27,0.54,9.4,6,129.94799999999998,90.0
41,7.3,0.39,0.31,2.4,0.074,9.0,0.9962,3.41,0.54,9.4,6,70.8202,37.0
433,13.2,0.38,0.55,2.7,0.081,5.0,1.0006,2.98,0.54,9.4,5,46.8316,11.0
453,9.5,0.885,0.27,2.3,0.084,31.0,0.9978,3.24,0.53,9.4,5,172.2068,114.0
452,9.6,0.88,0.28,2.4,0.086,30.0,0.9979,3.24,0.53,9.4,5,174.4139,117.0
1071,7.8,0.82,0.29,4.3,0.083,21.0,0.99642,3.16,0.53,9.4,5,91.37942000000001,43.0
16,8.5,0.49,0.11,2.3,0.084,9.0,0.9968,3.17,0.53,9.4,5,92.5808,58.0
225,8.6,0.47,0.3,3.0,0.076,30.0,0.9976,3.3,0.53,9.4,5,161.6736,105.0
220,7.6,0.62,0.32,2.2,0.0819999999999999,7.0,0.9966,3.36,0.52,9.4,5,79.0986,47.0
775,8.6,0.52,0.38,1.5,0.096,5.0,0.99666,3.2,0.52,9.4,5,43.21266,13.0
685,7.2,0.41,0.3,2.1,0.083,35.0,0.997,3.44,0.52,9.4,5,96.45,37.0
865,9.2,0.46,0.23,2.6,0.091,18.0,0.99922,3.15,0.51,9.4,5,103.64022,59.0
693,7.1,0.36,0.3,1.6,0.08,35.0,0.99693,3.44,0.5,9.4,5,93.77693,35.0
114,7.4,0.6,0.26,7.3,0.07,36.0,0.9982,3.37,0.49,9.4,5,150.88819999999998,85.0
115,7.3,0.59,0.26,7.2,0.07,35.0,0.9981,3.37,0.49,9.4,5,150.6781,86.0
694,7.7,0.39,0.12,1.7,0.0969999999999999,19.0,0.99596,3.16,0.49,9.4,5,51.05296,8.0
485,9.8,0.98,0.32,2.3,0.078,35.0,0.998,3.25,0.48,9.4,5,179.606,117.0
73,7.2,0.49,0.24,2.2,0.07,5.0,0.996,3.33,0.48,9.4,5,60.406000000000006,31.0
697,7.1,0.34,0.28,2.0,0.0819999999999999,31.0,0.99694,3.45,0.48,9.4,5,92.12894,37.0
487,7.7,0.66,0.04,1.6,0.039,4.0,0.9962,3.4,0.47,9.4,5,33.3052,5.0
6,7.9,0.6,0.06,1.6,0.069,15.0,0.9964,3.3,0.46,9.4,5,83.3854,44.0
75,7.8,0.41,0.68,1.7,0.467,18.0,0.9973,3.08,1.31,9.3,5,94.7443,51.0
890,8.6,0.635,0.68,1.8,0.4029999999999999,19.0,0.99632,3.02,1.15,9.3,5,82.58432,37.0
366,8.5,0.655,0.49,6.1,0.122,34.0,1.001,3.31,1.14,9.3,5,181.618,117.0
167,8.9,0.635,0.37,1.7,0.263,5.0,0.9971,3.0,1.09,9.3,5,88.2551,57.0
289,8.6,0.725,0.24,6.6,0.1169999999999999,31.0,1.0014,3.32,1.07,9.3,5,164.9734,103.0
129,8.9,0.61,0.49,2.0,0.27,23.0,0.9972,3.12,1.02,9.3,5,136.7072,87.0
199,11.4,0.26,0.44,3.6,0.071,6.0,0.9986,3.12,0.82,9.3,6,49.009600000000006,13.0
437,11.3,0.37,0.41,2.3,0.088,6.0,0.9988,3.09,0.8,9.3,5,44.6568,10.0
76,6.2,0.63,0.31,1.7,0.088,15.0,0.9969,3.46,0.79,9.3,5,87.47489999999999,49.0
247,7.7,0.665,1e-12,2.4,0.09,8.0,0.9974,3.27,0.73,9.3,5,44.152400000000995,11.0
43,7.7,0.69,0.49,1.8,0.115,20.0,0.9968,3.21,0.71,9.3,5,137.0118,92.0
627,10.7,0.9,0.34,6.6,0.1119999999999999,23.0,1.00289,3.22,0.68,9.3,5,131.85489,76.0
478,10.8,0.4,0.41,2.2,0.084,7.0,0.9984,3.08,0.67,9.3,6,44.942400000000006,10.0
187,7.9,0.37,0.23,1.8,0.077,23.0,0.9963,3.28,0.67,9.3,5,73.6233,26.0
526,8.2,0.59,1e-12,2.5,0.093,19.0,1.0002,3.5,0.65,9.3,6,83.833200000001,39.0
629,10.1,0.45,0.23,1.9,0.0819999999999999,10.0,0.99774,3.22,0.65,9.3,6,44.929739999999995,8.0
184,7.9,0.33,0.23,1.7,0.077,18.0,0.99625,3.29,0.65,9.3,5,69.47325000000001,27.0
286,7.1,0.735,0.16,1.9,0.1,15.0,0.9966,3.27,0.64,9.3,5,101.2016,62.0
524,7.7,0.56,0.2,2.0,0.075,9.0,0.9987,3.48,0.62,9.3,5,63.9337,30.0
678,7.1,0.56,0.14,1.6,0.078,7.0,0.99592,3.27,0.62,9.3,5,41.663920000000005,11.0
445,7.6,0.685,0.23,2.3,0.111,20.0,0.9964,3.21,0.61,9.3,5,109.0424,64.0
326,8.3,0.615,0.22,2.6,0.087,6.0,0.9982,3.26,0.61,9.3,5,44.9902,13.0
527,9.0,0.69,1e-12,2.4,0.088,19.0,0.999,3.35,0.6,9.3,5,64.427000000001,19.0
836,6.8,0.66,0.07,1.6,0.07,16.0,0.99572,3.29,0.6,9.3,5,84.38572,45.0
309,7.0,0.62,0.18,1.5,0.062,7.0,0.9951,3.08,0.6,9.3,5,73.3371,43.0
444,8.7,0.54,0.26,2.5,0.0969999999999999,7.0,0.9976,3.27,0.6,9.3,6,57.2646,24.0
300,9.1,0.52,0.33,1.3,0.07,9.0,0.9978,3.24,0.6,9.3,5,55.457800000000006,21.0
425,12.4,0.4,0.51,2.0,0.059,6.0,0.9994,3.04,0.6,9.3,6,53.308400000000006,18.0
418,7.3,0.73,0.24,1.9,0.108,18.0,0.9967,3.26,0.59,9.3,5,126.4247,84.0
132,6.7,0.62,0.21,1.9,0.079,8.0,0.997,3.52,0.58,9.3,6,85.906,54.0
131,6.8,0.61,0.2,1.8,0.077,11.0,0.9971,3.54,0.58,9.3,5,88.9041,54.0
110,6.8,0.6,0.18,1.9,0.079,18.0,0.9968,3.59,0.57,9.3,6,110.0158,68.0
424,8.9,0.595,0.41,7.9,0.086,30.0,0.9998,3.27,0.57,9.3,5,141.0308,79.0
179,8.0,0.57,0.23,3.2,0.073,17.0,0.99675,3.26,0.57,9.3,5,145.19975,102.0
18,6.3,0.39,0.16,1.4,0.08,11.0,0.9955,3.34,0.56,9.3,5,45.525499999999994,12.0
427,7.7,0.835,1e-12,2.6,0.081,6.0,0.9975,3.3,0.52,9.3,5,39.333500000000996,8.0
130,7.2,0.73,0.02,2.5,0.076,16.0,0.9972,3.44,0.52,9.3,5,66.7832,26.0
566,8.6,0.63,0.17,2.9,0.099,21.0,0.998,3.09,0.52,9.3,5,145.30700000000002,98.0
941,6.5,0.52,0.11,1.8,0.073,13.0,0.9955,3.34,0.52,9.3,5,61.158500000000004,25.0
29,8.8,0.61,0.3,2.8,0.088,17.0,0.9976,3.26,0.51,9.3,4,72.6656,29.0
109,7.1,0.68,1e-12,2.2,0.073,12.0,0.9969,3.48,0.5,9.3,5,46.329900000001004,10.0
901,7.5,0.58,0.2,2.0,0.073,34.0,0.99494,3.1,0.43,9.3,5,68.17794,10.0
878,7.5,0.61,0.2,1.7,0.076,36.0,0.99494,3.1,0.4,9.3,5,83.88094,24.0
1082,6.9,0.84,0.21,4.1,0.074,16.0,0.99842,3.53,0.72,9.25,6,91.62242,49.0
1081,6.9,0.84,0.21,4.1,0.074,16.0,0.99842,3.53,0.72,9.23333333333333,6,91.60575333333333,49.0
738,8.5,0.46,0.59,1.4,0.414,16.0,0.99702,3.03,1.34,9.2,5,70.93102,29.0
973,8.7,0.78,0.51,1.7,0.415,12.0,0.99623,3.0,1.17,9.2,5,92.47122999999999,54.0
112,7.6,0.68,0.02,1.3,0.072,9.0,0.9965,3.17,1.08,9.2,4,44.1185,11.0
13,7.9,0.32,0.51,1.8,0.341,17.0,0.9969,3.04,1.08,9.2,6,81.1879,39.0
207,11.6,0.42,0.53,3.3,0.105,33.0,1.001,3.2,0.95,9.2,5,128.30599999999998,65.0
581,7.4,0.53,0.12,1.9,0.165,4.0,0.99702,3.26,0.86,9.2,5,36.432019999999994,8.0
170,15.0,0.21,0.44,2.2,0.075,10.0,1.00005,3.07,0.84,9.2,7,56.03505,14.0
34,8.8,0.66,0.26,1.7,0.074,4.0,0.9971,3.15,0.74,9.2,5,48.58109999999999,19.0
269,7.7,0.51,0.28,2.1,0.087,23.0,0.998,3.42,0.74,9.2,5,79.035,31.0
270,7.8,0.46,0.26,1.9,0.088,23.0,0.9981,3.43,0.74,9.2,6,77.8761,30.0
33,7.7,0.935,0.43,2.2,0.114,22.0,0.997,3.25,0.73,9.2,5,139.55599999999998,92.0
327,11.5,0.315,0.54,2.1,0.084,5.0,0.9987,2.98,0.7,9.2,6,43.417699999999996,10.0
230,10.0,0.49,0.2,11.0,0.071,13.0,1.0015,3.16,0.69,9.2,6,85.8125,37.0
181,6.6,0.695,1e-12,2.1,0.075,12.0,0.9968,3.49,0.67,9.2,5,79.826800000001,44.0
474,11.3,0.34,0.45,2.0,0.0819999999999999,6.0,0.9988,2.94,0.66,9.2,6,42.9708,9.0
339,10.6,0.28,0.39,15.5,0.069,6.0,1.0026,3.12,0.66,9.2,5,63.82159999999999,17.0
94,7.2,0.415,0.36,2.0,0.081,13.0,0.9972,3.48,0.64,9.2,5,69.3732,32.0
42,8.8,0.4,0.4,2.2,0.079,19.0,0.998,3.44,0.64,9.2,5,78.157,33.0
330,11.4,0.36,0.69,2.1,0.09,6.0,1.0,3.17,0.62,9.2,6,49.63,15.0
180,9.4,0.34,0.37,2.2,0.075,5.0,0.998,3.22,0.62,9.2,5,39.423,8.0
929,7.0,0.62,0.1,1.4,0.071,27.0,0.996,3.28,0.61,9.2,5,86.277,36.0
402,9.0,0.54,0.49,2.9,0.094,41.0,0.9982,3.08,0.61,9.2,5,136.91219999999998,69.0
121,8.0,0.42,0.17,2.0,0.073,6.0,0.9972,3.29,0.61,9.2,6,42.7602,12.0
656,8.4,0.67,0.19,2.2,0.093,11.0,0.99736,3.2,0.59,9.2,4,100.54035999999999,64.0
1120,7.0,0.56,0.13,1.6,0.077,25.0,0.99629,3.34,0.59,9.2,5,65.49329000000002,17.0
756,7.5,0.77,0.2,8.1,0.098,30.0,0.99892,3.2,0.58,9.2,5,122.64692,62.0
303,7.8,0.55,0.35,2.2,0.074,21.0,0.9974,3.25,0.56,9.2,5,90.9814,45.0
55,6.2,0.45,0.2,1.6,0.069,3.0,0.9958,3.41,0.56,9.2,5,37.684799999999996,12.0
144,7.0,0.43,0.36,1.6,0.089,14.0,0.99615,3.34,0.56,9.2,6,60.575149999999994,23.0
134,7.4,0.39,0.48,2.0,0.0819999999999999,14.0,0.9972,3.34,0.55,9.2,5,91.4392,53.0
24,5.2,0.32,0.25,1.8,0.103,13.0,0.9957,3.38,0.55,9.2,5,71.7987,37.0
9,6.7,0.58,0.08,1.8,0.0969999999999999,15.0,0.9959,3.28,0.54,9.2,5,88.27289999999999,50.0
432,8.8,0.24,0.54,2.5,0.083,25.0,0.9983,3.39,0.54,9.2,5,83.2913,32.0
50,8.3,0.675,0.26,2.1,0.084,11.0,0.9976,3.31,0.53,9.2,4,68.4566,32.0
513,8.9,0.48,0.24,2.85,0.094,35.0,0.9982,3.1,0.53,9.2,5,132.3922,71.0
85,7.3,0.695,1e-12,2.5,0.075,3.0,0.998,3.49,0.52,9.2,5,37.778000000001,10.0
219,8.4,0.65,0.6,2.1,0.1119999999999999,12.0,0.9973,3.2,0.52,9.2,5,115.7793,78.0
543,8.8,0.42,0.21,2.5,0.092,33.0,0.99823,3.19,0.52,9.2,5,113.93023000000001,55.0
72,8.1,0.575,0.22,2.1,0.077,12.0,0.9967,3.29,0.51,9.2,5,90.0687,53.0
681,8.5,0.66,0.2,2.1,0.0969999999999999,23.0,0.99733,3.13,0.48,9.2,5,138.36433,90.0
866,7.5,0.58,0.03,4.1,0.08,27.0,0.99592,3.02,0.47,9.2,5,71.97592,19.0
944,7.8,0.87,0.26,3.8,0.107,31.0,0.99668,3.26,0.46,9.2,5,93.75368,36.0
926,7.6,0.79,0.21,2.3,0.087,21.0,0.9955,3.12,0.44,9.2,5,92.74249999999999,47.0
983,8.0,0.81,0.25,3.4,0.076,34.0,0.99668,3.19,0.42,9.2,5,111.34268,51.0
887,7.5,0.59,0.22,1.8,0.0819999999999999,43.0,0.99499,3.1,0.42,9.2,5,83.90699000000001,17.0
11,7.8,0.61,0.29,1.6,0.114,9.0,0.9974,3.26,1.56,9.1,5,54.331399999999995,20.0
934,9.1,0.76,0.68,1.7,0.414,18.0,0.99652,2.9,1.33,9.1,6,90.98052,46.0
54,8.3,0.625,0.2,1.5,0.08,27.0,0.9972,3.16,1.12,9.1,4,144.0822,92.0
538,7.8,0.48,0.68,1.7,0.415,14.0,0.99656,3.09,1.06,9.1,6,57.32155999999999,18.0
741,8.2,0.64,0.27,2.0,0.095,5.0,0.99747,3.13,0.62,9.1,6,102.05247,72.0
428,8.3,0.58,0.13,2.9,0.096,14.0,0.9984,3.17,0.62,9.1,6,88.89439999999999,49.0
281,7.7,0.69,0.05,2.7,0.075,15.0,0.9974,3.26,0.61,9.1,5,52.1824,12.0
389,9.1,0.47,0.49,2.6,0.094,38.0,0.9982,3.08,0.59,9.1,5,132.5222,68.0
804,7.5,0.41,0.15,3.7,0.104,29.0,0.99786,3.14,0.58,9.1,5,119.68186,65.0
56,7.4,0.5,0.47,2.0,0.086,21.0,0.997,3.36,0.57,9.1,5,97.483,52.0
743,7.6,0.42,0.25,3.9,0.104,28.0,0.99784,3.15,0.57,9.1,5,116.09183999999999,62.0
154,8.1,0.725,0.22,2.2,0.072,11.0,0.9967,3.36,0.55,9.1,5,66.3237,30.0
686,8.4,0.59,0.29,2.6,0.109,31.0,0.99801,3.15,0.5,9.1,5,144.73701,88.0
442,8.8,0.6,0.29,2.2,0.098,5.0,0.9988,3.36,0.49,9.1,5,40.9368,10.0
700,8.9,0.84,0.34,1.4,0.05,4.0,0.99554,3.12,0.48,9.1,6,35.22554,6.0
120,7.9,0.885,0.03,1.8,0.0579999999999999,4.0,0.9972,3.36,0.33,9.1,4,32.4602,4.0
490,8.6,0.49,0.51,2.0,0.422,16.0,0.9979,3.03,1.17,9.0,5,88.2199,46.0
1022,10.2,0.54,0.37,15.4,0.214,55.0,1.00369,3.18,0.77,9.0,6,135.67768999999998,40.0
261,10.4,0.575,0.61,2.6,0.076,11.0,1.0,3.16,0.69,9.0,5,52.111000000000004,13.0
350,7.8,0.52,0.25,1.9,0.081,14.0,0.9984,3.43,0.65,9.0,6,62.629400000000004,24.0
470,7.5,0.42,0.31,1.6,0.08,15.0,0.9978,3.31,0.64,9.0,5,65.8578,27.0
